,RefDes,Method,Stream,pdId,Parameter Name,Units,Data Product Identifier,Level,Gross Range Values
166,GS01SUMO-RID16-03-CTDBPF000,telemetered,ctdbp_cdef_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
167,GS01SUMO-RII11-02-CTDBPP031,recovered_host,ctdbp_p_dcl_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
168,GS01SUMO-RII11-02-CTDBPP031,telemetered,ctdbp_p_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
169,GS01SUMO-RII11-02-CTDBPP032,bad_telemetered,ctdbp_p_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
170,GS01SUMO-RII11-02-CTDBPP032,recovered_host,ctdbp_p_dcl_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
172,GS01SUMO-RII11-02-CTDBPP032,telemetered,ctdbp_p_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
173,GS01SUMO-RII11-02-CTDBPP033,bad_telemetered,ctdbp_p_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
174,GS01SUMO-RII11-02-CTDBPP033,recovered_host,ctdbp_p_dcl_instrument_recovered,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
176,GS01SUMO-RII11-02-CTDBPP033,telemetered,ctdbp_p_dcl_instrument,PD5,density,kg m-3,DENSITY_L2,L2,"(1000.0, 1100.0)"
177,CP01CNSM-MFD37-03-CTDBPD000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
179,CP01CNSM-MFD37-03-CTDBPD000,telemetered,ctdbp_cdef_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
180,CP01CNSM-RID27-03-CTDBPC000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
182,CP01CNSM-RID27-03-CTDBPC000,telemetered,ctdbp_cdef_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
183,CP03ISSM-MFD37-03-CTDBPD000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
185,CP03ISSM-MFD37-03-CTDBPD000,telemetered,ctdbp_cdef_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
187,CP03ISSM-RID27-03-CTDBPC000,bad_telemetered,ctdbp_cdef_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
188,CP03ISSM-RID27-03-CTDBPC000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
190,CP03ISSM-RID27-03-CTDBPC000,telemetered,ctdbp_cdef_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
191,CP04OSSM-MFD37-03-CTDBPE000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
193,CP04OSSM-MFD37-03-CTDBPE000,telemetered,ctdbp_cdef_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
194,CP04OSSM-RID27-03-CTDBPC000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
196,CP04OSSM-RID27-03-CTDBPC000,telemetered,ctdbp_cdef_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
198,GA01SUMO-RID16-03-CTDBPF000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
200,GA01SUMO-RID16-03-CTDBPF000,telemetered,ctdbp_cdef_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
201,GA01SUMO-RII11-02-CTDBPP031,recovered_host,ctdbp_p_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
203,GA01SUMO-RII11-02-CTDBPP031,telemetered,ctdbp_p_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
204,GA01SUMO-RII11-02-CTDBPP032,recovered_host,ctdbp_p_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
206,GA01SUMO-RII11-02-CTDBPP032,telemetered,ctdbp_p_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
207,GA01SUMO-RII11-02-CTDBPP033,recovered_host,ctdbp_p_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
209,GA01SUMO-RII11-02-CTDBPP033,telemetered,ctdbp_p_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
211,GI01SUMO-RID16-03-CTDBPF000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
213,GI01SUMO-RID16-03-CTDBPF000,telemetered,ctdbp_cdef_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
214,GI01SUMO-RII11-02-CTDBPP031,recovered_host,ctdbp_p_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
216,GI01SUMO-RII11-02-CTDBPP031,telemetered,ctdbp_p_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
217,GI01SUMO-RII11-02-CTDBPP032,recovered_host,ctdbp_p_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
219,GI01SUMO-RII11-02-CTDBPP032,telemetered,ctdbp_p_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
220,GI01SUMO-RII11-02-CTDBPP033,recovered_host,ctdbp_p_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
222,GI01SUMO-RII11-02-CTDBPP033,telemetered,ctdbp_p_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
223,GS01SUMO-RID16-03-CTDBPF000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
225,GS01SUMO-RID16-03-CTDBPF000,telemetered,ctdbp_cdef_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
226,GS01SUMO-RII11-02-CTDBPP031,recovered_host,ctdbp_p_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
227,GS01SUMO-RII11-02-CTDBPP031,telemetered,ctdbp_p_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
228,GS01SUMO-RII11-02-CTDBPP032,bad_telemetered,ctdbp_p_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
229,GS01SUMO-RII11-02-CTDBPP032,recovered_host,ctdbp_p_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
231,GS01SUMO-RII11-02-CTDBPP032,telemetered,ctdbp_p_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
232,GS01SUMO-RII11-02-CTDBPP033,bad_telemetered,ctdbp_p_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
233,GS01SUMO-RII11-02-CTDBPP033,recovered_host,ctdbp_p_dcl_instrument_recovered,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
235,GS01SUMO-RII11-02-CTDBPP033,telemetered,ctdbp_p_dcl_instrument,PD6,temp,ºC,TEMPWAT_L1,L1,"(-2.0, 40.0)"
296,CP01CNSM-MFD37-03-CTDBPD000,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
299,CP01CNSM-RID27-03-CTDBPC000,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
302,CP03ISSM-MFD37-03-CTDBPD000,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
304,CP03ISSM-RID27-03-CTDBPC000,bad_recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
307,CP03ISSM-RID27-03-CTDBPC000,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
310,CP04OSSM-MFD37-03-CTDBPE000,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
313,CP04OSSM-RID27-03-CTDBPC000,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
315,GA01SUMO-RID16-03-CTDBPF000,bad_recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
317,GA01SUMO-RID16-03-CTDBPF000,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
320,GA01SUMO-RII11-02-CTDBPP031,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
323,GA01SUMO-RII11-02-CTDBPP032,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
326,GA01SUMO-RII11-02-CTDBPP033,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
328,GI01SUMO-RID16-03-CTDBPF000,bad_recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
330,GI01SUMO-RID16-03-CTDBPF000,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
333,GI01SUMO-RII11-02-CTDBPP031,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
336,GI01SUMO-RII11-02-CTDBPP032,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
339,GI01SUMO-RII11-02-CTDBPP033,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
342,GS01SUMO-RID16-03-CTDBPF000,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
348,GS01SUMO-RII11-02-CTDBPP032,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
352,GS01SUMO-RII11-02-CTDBPP033,recovered_inst,ctdbp_cdef_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
414,CP01CNSM-MFD37-03-CTDBPD000,recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
417,CP01CNSM-RID27-03-CTDBPC000,recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
420,CP03ISSM-MFD37-03-CTDBPD000,recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
422,CP03ISSM-RID27-03-CTDBPC000,bad_recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
425,CP03ISSM-RID27-03-CTDBPC000,recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
428,CP04OSSM-MFD37-03-CTDBPE000,recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
431,CP04OSSM-RID27-03-CTDBPC000,recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
433,GA01SUMO-RID16-03-CTDBPF000,bad_recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
435,GA01SUMO-RID16-03-CTDBPF000,recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
438,GA01SUMO-RII11-02-CTDBPP031,recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
441,GA01SUMO-RII11-02-CTDBPP032,recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
444,GA01SUMO-RII11-02-CTDBPP033,recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
446,GI01SUMO-RID16-03-CTDBPF000,bad_recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
448,GI01SUMO-RID16-03-CTDBPF000,recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
451,GI01SUMO-RII11-02-CTDBPP031,recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
454,GI01SUMO-RII11-02-CTDBPP032,recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
457,GI01SUMO-RII11-02-CTDBPP033,recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
460,GS01SUMO-RID16-03-CTDBPF000,recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
466,GS01SUMO-RII11-02-CTDBPP032,recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
470,GS01SUMO-RII11-02-CTDBPP033,recovered_inst,ctdbp_cdef_instrument_recovered,PD193,temperature,counts,TEMPWAT_L0,L0,"(None, None)"
472,CP01CNSM-MFD37-03-CTDBPD000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
473,CP01CNSM-MFD37-03-CTDBPD000,recovered_inst,ctdbp_cdef_instrument_recovered,PD194,conductivity,counts,CONDWAT_L0,L0,"(0.0, 6.0)"
474,CP01CNSM-MFD37-03-CTDBPD000,telemetered,ctdbp_cdef_dcl_instrument,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
475,CP01CNSM-RID27-03-CTDBPC000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
476,CP01CNSM-RID27-03-CTDBPC000,recovered_inst,ctdbp_cdef_instrument_recovered,PD194,conductivity,counts,CONDWAT_L0,L0,"(0.0, 6.0)"
477,CP01CNSM-RID27-03-CTDBPC000,telemetered,ctdbp_cdef_dcl_instrument,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
478,CP03ISSM-MFD37-03-CTDBPD000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
479,CP03ISSM-MFD37-03-CTDBPD000,recovered_inst,ctdbp_cdef_instrument_recovered,PD194,conductivity,counts,CONDWAT_L0,L0,"(0.0, 6.0)"
480,CP03ISSM-MFD37-03-CTDBPD000,telemetered,ctdbp_cdef_dcl_instrument,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
481,CP03ISSM-RID27-03-CTDBPC000,bad_recovered_inst,ctdbp_cdef_instrument_recovered,PD194,conductivity,counts,CONDWAT_L0,L0,"(0.0, 6.0)"
482,CP03ISSM-RID27-03-CTDBPC000,bad_telemetered,ctdbp_cdef_dcl_instrument,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
483,CP03ISSM-RID27-03-CTDBPC000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
484,CP03ISSM-RID27-03-CTDBPC000,recovered_inst,ctdbp_cdef_instrument_recovered,PD194,conductivity,counts,CONDWAT_L0,L0,"(0.0, 6.0)"
485,CP03ISSM-RID27-03-CTDBPC000,telemetered,ctdbp_cdef_dcl_instrument,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
486,CP04OSSM-MFD37-03-CTDBPE000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
487,CP04OSSM-MFD37-03-CTDBPE000,recovered_inst,ctdbp_cdef_instrument_recovered,PD194,conductivity,counts,CONDWAT_L0,L0,"(0.0, 6.0)"
488,CP04OSSM-MFD37-03-CTDBPE000,telemetered,ctdbp_cdef_dcl_instrument,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
489,CP04OSSM-RID27-03-CTDBPC000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
490,CP04OSSM-RID27-03-CTDBPC000,recovered_inst,ctdbp_cdef_instrument_recovered,PD194,conductivity,counts,CONDWAT_L0,L0,"(0.0, 6.0)"
491,CP04OSSM-RID27-03-CTDBPC000,telemetered,ctdbp_cdef_dcl_instrument,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
492,GA01SUMO-RID16-03-CTDBPF000,bad_recovered_inst,ctdbp_cdef_instrument_recovered,PD194,conductivity,counts,CONDWAT_L0,L0,"(0.0, 6.0)"
493,GA01SUMO-RID16-03-CTDBPF000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
494,GA01SUMO-RID16-03-CTDBPF000,recovered_inst,ctdbp_cdef_instrument_recovered,PD194,conductivity,counts,CONDWAT_L0,L0,"(0.0, 6.0)"
495,GA01SUMO-RID16-03-CTDBPF000,telemetered,ctdbp_cdef_dcl_instrument,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
496,GA01SUMO-RII11-02-CTDBPP031,recovered_host,ctdbp_p_dcl_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
497,GA01SUMO-RII11-02-CTDBPP031,recovered_inst,ctdbp_cdef_instrument_recovered,PD194,conductivity,counts,CONDWAT_L0,L0,"(0.0, 6.0)"
498,GA01SUMO-RII11-02-CTDBPP031,telemetered,ctdbp_p_dcl_instrument,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
499,GA01SUMO-RII11-02-CTDBPP032,recovered_host,ctdbp_p_dcl_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
500,GA01SUMO-RII11-02-CTDBPP032,recovered_inst,ctdbp_cdef_instrument_recovered,PD194,conductivity,counts,CONDWAT_L0,L0,"(0.0, 6.0)"
501,GA01SUMO-RII11-02-CTDBPP032,telemetered,ctdbp_p_dcl_instrument,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
502,GA01SUMO-RII11-02-CTDBPP033,recovered_host,ctdbp_p_dcl_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
503,GA01SUMO-RII11-02-CTDBPP033,recovered_inst,ctdbp_cdef_instrument_recovered,PD194,conductivity,counts,CONDWAT_L0,L0,"(0.0, 6.0)"
504,GA01SUMO-RII11-02-CTDBPP033,telemetered,ctdbp_p_dcl_instrument,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
505,GI01SUMO-RID16-03-CTDBPF000,bad_recovered_inst,ctdbp_cdef_instrument_recovered,PD194,conductivity,counts,CONDWAT_L0,L0,"(0.0, 6.0)"
506,GI01SUMO-RID16-03-CTDBPF000,recovered_host,ctdbp_cdef_dcl_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
507,GI01SUMO-RID16-03-CTDBPF000,recovered_inst,ctdbp_cdef_instrument_recovered,PD194,conductivity,counts,CONDWAT_L0,L0,"(0.0, 6.0)"
508,GI01SUMO-RID16-03-CTDBPF000,telemetered,ctdbp_cdef_dcl_instrument,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
509,GI01SUMO-RII11-02-CTDBPP031,recovered_host,ctdbp_p_dcl_instrument_recovered,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
510,GI01SUMO-RII11-02-CTDBPP031,recovered_inst,ctdbp_cdef_instrument_recovered,PD194,conductivity,counts,CONDWAT_L0,L0,"(0.0, 6.0)"
511,GI01SUMO-RII11-02-CTDBPP031,telemetered,ctdbp_p_dcl_instrument,PD13,practical_salinity,1,PRACSAL_L2,L2,"(0.0, 42.0)"
